SPATIALUNIT_ID,TYPE_ID,NAME,BFS_NR,NAME_COMBINED,DISTRICT_ID,REGION_ID,COMMUNE_TYPE_ID,ZIP,TEL,FAX,HOMEPAGE,EMAIL,ADRESSE,HEIGHT,AREA
127,1,Wila,181.0,Wila,8.0,8.0,6.0,8492.0,052 397 27 27,052 397 27 28,www.wila.ch,info@wila.ch,Gemeindeverwaltung,569.0,923
129,1,Duebendorf,191.0,Duebendorf,9.0,6.0,2.0,8600.0,044 801 67 11,044 801 67 67,www.duebendorf.ch,info@duebendorf.ch,Stadtverwaltung,440.0,1361
130,1,Egg,192.0,Egg,9.0,5.0,3.0,8132.0,043 277 11 11,043 277 11 79,www.egg.ch,info@egg.ch,Gemeindeverwaltung,548.0,1450
132,1,Greifensee,194.0,Greifensee,9.0,6.0,3.0,8606.0,043 399 21 21,043 399 21 11,www.greifensee.ch,info@greifensee.ch,Gemeindeverwaltung,443.0,233
133,1,Maur,195.0,Maur,9.0,6.0,5.0,8124.0,043 366 13 66,043 366 13 77,www.maur.ch,info@maur.ch,Gemeindeverwaltung,454.0,1479
135,1,Schwerzenbach,197.0,Schwerzenbach,9.0,6.0,2.0,8603.0,044 826 70 20,044 826 70 37,www.schwerzenbach.ch,gemeinde@schwerzenbach.ch,Gemeindeverwaltung,443.0,266
136,1,Uster,198.0,Uster,9.0,8.0,2.0,8610.0,044 944 71 11,044 944 73 45,www.uster.ch,gesamtverwaltung@uster.ch,Stadtverwaltung,464.0,2854
138,1,Wangen-Bruettisellen,200.0,Wangen-Bruettisellen,9.0,6.0,2.0,8306.0,044 805 91 11,044 805 91 19,www.wangen-bruettisellen.ch,gemeinderverwaltung@wangen-bruettisellen.ch,Gemeindeverwaltung,450.0,791
139,1,Altikon,211.0,Altikon,10.0,9.0,7.0,8479.0,052 336 12 26,052 336 14 29,www.altikon.ch,gemeindeverwaltung@altikon.ch,Gemeindeverwaltung,400.0,768
141,1,Bruetten,213.0,Bruetten,10.0,9.0,4.0,8311.0,052 355 03 55,052 355 03 50,www.bruetten.ch,verwaltung@bruetten.ch,Gemeindeverwaltung,640.0,665
142,1,Daegerlen,214.0,Daegerlen,10.0,9.0,6.0,8471.0,052 305 12 20,052 305 12 21,www.daegerlen.ch,gemeindeverwaltung@daegerlen.ch,Gemeindeverwaltung,479.0,797
144,1,Dinhard,216.0,Dinhard,10.0,9.0,4.0,8474.0,052 320 80 80,052 320 80 88,www.dinhard.ch,gemeindeverwaltung@dinhard.ch,Gemeindeverwaltung,438.0,708
145,1,Elgg (bis 2017),217.0,Elgg (bis 2017),10.0,9.0,6.0,8353.0,052 368 55 55,052 368 55 99,www.elgg.ch,verwaltung@elgg.ch,Gemeindeverwaltung,507.0,1556
147,1,Elsau,219.0,Elsau,10.0,9.0,4.0,8352.0,052 368 78 00,052 368 78 10,www.elsau.ch,gemeindeverwaltung@elsau.ch,Gemeindeverwaltung,515.0,804
148,1,Hagenbuch,220.0,Hagenbuch,10.0,9.0,6.0,8523.0,052 368 69 69,052 368 69 79,www.hagenbuch-zh.ch,info@hagenbuch-zh.ch,Gemeindeverwaltung,538.0,816
149,1,Hettlingen,221.0,Hettlingen,10.0,9.0,4.0,8442.0,052 305 05 05,052 305 05 06,www.hettlingen.ch,gemeinde@hettlingen.ch,Gemeindeverwaltung,425.0,579
151,1,Neftenbach,223.0,Neftenbach,10.0,9.0,4.0,8413.0,052 305 06 66,052 305 06 67,www.neftenbach.ch,info@neftenbach.ch,Gemeindeverwaltung,415.0,1503
152,1,Pfungen,224.0,Pfungen,10.0,9.0,4.0,8422.0,052 305 07 70,052 305 07 77,www.pfungen.ch,stephan.bruegel@pfungen.ch,Gemeindeverwaltung,412.0,496
154,1,Schlatt,226.0,Schlatt,10.0,9.0,7.0,8418.0,052 363 14 88,052 363 16 01,www.schlatt-zh.ch,gemeinde@schlatt-zh.ch,Gemeindeverwaltung,663.0,906
155,1,Seuzach,227.0,Seuzach,10.0,9.0,4.0,8472.0,052 320 47 47,052 320 47 90,www.seuzach.ch,gemeinde@seuzach.ch,Gemeindeverwaltung,455.0,760
196,1,Wiesendangen,298.0,Wiesendangen,10.0,9.0,4.0,8542.0,052 320 92 22,052 320 92 20,www.wiesendangen.ch,gemeindeverwaltung@wiesendangen.ch,Gemeindeverwaltung,470.0,1912
115,1,Zumikon,160.0,Zumikon,7.0,5.0,5.0,8126.0,044 918 78 78,044 918 78 00,www.zumikon.ch,gemeinde@zumikon.ch,Gemeindeverwaltung,659.0,548
117,1,Bauma (bis 2014),171.0,Bauma (bis 2014),8.0,8.0,6.0,8494.0,052 397 70 20,052 397 70 21,www.bauma.ch,info@bauma.ch,Gemeindeverwaltung,639.0,2083
120,1,Illnau-Effretikon (bis 2015),174.0,Illnau-Effretikon (bis 2015),8.0,9.0,3.0,8307.0,052 354 24 24,052 354 23 23,www.ilef.ch,info@ilef.ch,Stadtverwaltung,517.0,2530
123,1,Pfaeffikon,177.0,Pfaeffikon,8.0,8.0,2.0,8330.0,044 952 52 52,044 952 52 00,www.pfaeffikon.ch,gemeinde@pfaeffikon.ch,Gemeindeverwaltung,540.0,1949
125,1,Sternenberg (bis 2014),179.0,Sternenberg (bis 2014),8.0,8.0,7.0,8499.0,052 394 10 50,052 394 10 59,www.sternenberg.ch,gemeinde@sternenberg.ch,Gemeindeverwaltung,870.0,866
128,1,Wildberg,182.0,Wildberg,8.0,8.0,6.0,8489.0,052 385 15 88,052 385 16 32,www.wildberg.ch,info@wildberg.ch,Gemeindeverwaltung,656.0,1056
131,1,Faellanden,193.0,Faellanden,9.0,6.0,5.0,8117.0,043 355 35 35,043 355 35 36,www.faellanden.ch,gemeinde@faellanden.ch,Gemeindeverwaltung,459.0,641
134,1,Moenchaltorf,196.0,Moenchaltorf,9.0,8.0,4.0,8617.0,044 949 40 10,044 949 40 29,www.moenchaltorf.ch,gemeinde@moenchaltorf.ch,Gemeindeverwaltung,442.0,763
137,1,Volketswil,199.0,Volketswil,9.0,6.0,2.0,8604.0,044 910 20 30,044 910 20 31,www.volketswil.ch,gemeinderat@volketswil.ch,Gemeindeverwaltung,475.0,1401
143,1,Daettlikon,215.0,Daettlikon,10.0,9.0,4.0,8421.0,052 304 44 88,052 304 44 80,www.daettlikon.ch,vorname.name@daettlikon.ch,Gemeindeverwaltung,431.0,290
146,1,Ellikon a.d.Th.,218.0,Ellikon a.d.Th.,10.0,9.0,6.0,8548.0,052 375 10 40,052 375 28 59,www.ellikonanderthur.ch,gemeinde@ellikonanderthur.ch,Gemeindeverwaltung,390.0,500
150,1,Hofstetten (bis 2017),222.0,Hofstetten (bis 2017),10.0,9.0,6.0,8354.0,052 364 37 17,052 364 22 17,www.elgg.ch,verwaltung@elgg.ch,Gemeindeverwaltung,636.0,885
153,1,Rickenbach,225.0,Rickenbach,10.0,9.0,4.0,8545.0,052 320 95 00,052 320 95 10,www.rickenbach-zh.ch,gemeinde@rickenbach-zh.ch,Gemeindeverwaltung,425.0,606
156,1,Turbenthal,228.0,Turbenthal,10.0,9.0,6.0,8488.0,052 397 26 26,052 397 26 16,www.turbenthal.ch,info@turbenthal.ch,Gemeindeverwaltung,554.0,2524
158,1,Winterthur,230.0,Winterthur,10.0,9.0,1.0,8400.0,052 267 51 51,052 267 56 15,www.stadt.winterthur.ch,stadtkanzlei@win.ch,Stadtverwaltung,439.0,6812
193,4,Region Zimmerberg,,Region Zimmerberg,,4.0,,,,,,,,,10424
177,3,Bezirk Horgen,,Bezirk Horgen,6.0,,,,,,,,,,10424
191,4,Region Weinland,,Region Weinland,,10.0,,,,,,,,,17435
174,3,Bezirk Buelach,,Bezirk Buelach,3.0,,,,,,,,,,18493
173,3,Bezirk Andelfingen,,Bezirk Andelfingen,2.0,,,,,,,,,,16667
176,3,Bezirk Hinwil,,Bezirk Hinwil,5.0,,,,,,,,,,17939
178,3,Bezirk Meilen,,Bezirk Meilen,7.0,,,,,,,,,,8460
179,3,Bezirk Pfaeffikon,,Bezirk Pfaeffikon,8.0,,,,,,,,,,16315
182,3,Bezirk Dietikon,,Bezirk Dietikon,11.0,,,,,,,,,,5998
195,8,Zuerich - ganzer Kanton,,Zuerich - ganzer Kanton,,,,,043 259 11 11,043 259 42 60,www.zh.ch,,,,172889
186,4,Region Knonaueramt,,Region Knonaueramt,,3.0,,,,,,,,,11308
188,4,Region Oberland,,Region Oberland,,8.0,,,,,,,,,32345
190,4,Region Unterland,,Region Unterland,,11.0,,,,,,,,,23014
192,4,Region Winterthur u. Umg.,,Region Winterthur u. Umg.,,9.0,,,,,,,,,30176
198,1,Illnau-Effretikon,296.0,Illnau-Effretikon,8.0,9.0,3.0,8307.0,052 354 24 24,052 354 23 23,www.ilef.ch,info@ilef.ch,Stadtverwaltung,517.0,3291
197,1,Bauma,297.0,Bauma,8.0,8.0,6.0,8494.0,052 397 70 20,052 397 70 21,www.bauma.ch,info@bauma.ch,Gemeindeverwaltung,639.0,2949
140,9,Bertschikon (bis 2013),212.0,Bertschikon (bis 2013),10.0,9.0,6.0,8543.0,052 320 85 44,052 320 85 49,www.bertschikon.ch,gemeinde@bertschikon.ch,Gemeindeverwaltung,510.0,963
157,9,Wiesendangen (bis 2013),229.0,Wiesendangen (bis 2013),10.0,9.0,4.0,8542.0,052 320 92 22,052 320 92 22,www.wiesendangen.ch,gemeindeverwaltung@wiesendangen.ch,Gemeindeverwaltung,470.0,949
199,1,Horgen,295.0,Horgen,6.0,4.0,2.0,8810.0,044 728 41 11,044 725 58 30,www.horgen.ch,gemeinde@horgen.ch,Gemeindeverwaltung,408.0,3084
200,1,Elgg,294.0,Elgg,10.0,9.0,6.0,8353.0,052 368 55 55,052 368 55 99 ,www.elgg.ch,verwaltung@elgg.ch,Gemeindeverwaltung,507.0,2441
202,1,Waedenswil,293.0,Waedenswil,6.0,4.0,2.0,8820.0,044 789 72 11,044 789 72 14,www.waedenswil.ch,info@waedenswil.ch,Stadtverwaltung,408.0,3559
201,1,Stammheim,292.0,Stammheim,2.0,10.0,7.0,8476.0,052 745 12 77,052 745 23 98,www.stammheim.ch,gemeinde@stammheim.ch,Gemeindeverwaltung,442.0,2396
1001,8,Kanton Basel-Stadt,,Kanton Basel-Stadt,,,,,061 267 81 81,,www.bs.ch,,,,3707
