Kategorie,Sparte,Nachgefragt,Beschluss,Status,Eingangsdatum,Beschlussdatum,ID
Kulturschaffende,Tanz/Theater,2300,3000,Ausbezahlt,2020-09-18,2020-12-02,09644496
Kulturunternehmen gewinnorientiert,Musik,18500,0,Ausbezahlt,2020-09-18,2020-11-24,e2149c88
Kulturunternehmen gewinnorientiert,Tanz/Theater,265100,157600,Ausbezahlt,2020-09-18,2020-12-21,81fbd1d9
Kulturschaffende,Bildende Kunst,10000,6700,Ausbezahlt,2020-09-18,2020-12-08,d70445b3
Kulturunternehmen gemeinnützig,Museen,451600,393400,Ausbezahlt,2020-09-19,2020-11-25,b2bf0ba3
Kulturunternehmen gewinnorientiert,Musik,69200,NA,Ablehnung,2020-09-18,2020-10-26,5ba57741
Kulturunternehmen gewinnorientiert,Kino,173200,32400,Ausbezahlt,2020-09-20,2020-11-17,beaa4c07
Kulturschaffende,Musik,2700,0,Ausbezahlt,2020-09-20,2020-12-02,47c8a3bd
Kulturunternehmen gemeinnützig,Musik,2722200,2091900,Ausbezahlt,2020-09-20,2020-12-21,b9044123
Kulturschaffende,Literatur,2000,1200,Ausbezahlt,2020-09-20,2020-11-25,1356a767
Kulturschaffende,Bildende Kunst,58700,600,Ausbezahlt,2020-09-20,2020-12-02,0af53060
Kulturschaffende,Tanz/Theater,9900,2200,Ausbezahlt,2020-09-20,2020-12-02,20fd8e7a
Kulturunternehmen gemeinnützig,Film,58500,NA,Ablehnung,2020-09-20,2020-11-10,54a04e9b
Kulturschaffende,Musik,2400,1100,Ausbezahlt,2020-09-20,2020-12-02,3874a17f
Kulturschaffende,Film,12000,NA,Ablehnung,2020-09-20,2020-12-02,49d971e2
Kulturunternehmen gemeinnützig,Film,7400,NA,Ablehnung,2020-09-20,2020-11-10,54a04e9b
Kulturschaffende,Bildende Kunst,2800,2400,Ausbezahlt,2020-09-20,2020-11-25,99d4d74d
Kulturschaffende,Musik,2900,2700,Ausbezahlt,2020-09-20,2020-11-25,924158f4
Kulturschaffende,Musik,10000,1700,Ausbezahlt,2020-09-20,2020-12-02,62b1ee2a
Kulturunternehmen gemeinnützig,Literatur,3000,2400,Ausbezahlt,2020-09-20,2020-12-02,9fd67c46
Kulturschaffende,Film,152100,40400,Ausbezahlt,2020-09-20,2020-12-08,d679d804
Kulturschaffende,Bereichsübergreifend,11500,8400,Ausbezahlt,2020-09-20,2020-12-02,45085daa
Kulturschaffende,Musik,20000,2300,Ausbezahlt,2020-09-20,2020-12-02,89a1a820
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,630200,NA,Ablehnung,2020-09-20,2020-11-04,29871421
Kulturschaffende,Musik,21400,11100,Ausbezahlt,2020-09-20,2020-11-25,0f61fd1c
Kulturschaffende,Bildende Kunst,14500,11000,Ausbezahlt,2020-09-19,2020-11-17,4df32cc4
Kulturschaffende,Tanz/Theater,21400,13300,Ausbezahlt,2020-09-20,2020-11-24,3ff234e4
Kulturschaffende,Musik,18500,8000,Ausbezahlt,2020-09-20,2020-11-25,0db433de
Kulturschaffende,Musik,7100,3900,Ausbezahlt,2020-09-20,2020-12-02,da0c326f
Kulturschaffende,Musik,0,NA,Ablehnung,2020-09-21,2020-11-10,59f2a203
Kulturunternehmen gewinnorientiert,Musik,180000,24600,Ausbezahlt,2020-09-18,2020-11-24,b2f36d20
Kulturschaffende,Musik,10500,3000,Ausbezahlt,2020-09-18,2020-11-17,0cda2802
Kulturunternehmen gemeinnützig,Tanz/Theater,68800,52300,Ausbezahlt,2020-09-18,2020-11-17,78a709d3
Kulturschaffende,Musik,0,32000,Ausbezahlt,2020-09-18,2020-11-03,bc4a55c9
Kulturschaffende,Musik,3500,NA,Ablehnung,2020-09-18,2020-10-28,36499f13
Kulturschaffende,Musik,3300,3500,Ausbezahlt,2020-09-18,2020-11-17,dda7df16
Kulturunternehmen gemeinnützig,Tanz/Theater,18200,16400,Ausbezahlt,2020-09-18,2020-11-24,9057ac7f
Kulturunternehmen gemeinnützig,Tanz/Theater,10600,8400,Ausbezahlt,2020-09-18,2020-12-02,709a0d3d
Kulturschaffende,Musik,200000,NA,Ablehnung,2020-09-20,2020-11-24,8880fd32
Kulturunternehmen gemeinnützig,Tanz/Theater,342900,171500,Ausbezahlt,2020-09-20,2020-12-14,db0f69d9
Kulturschaffende,Musik,3800,3000,Ausbezahlt,2020-09-20,2020-11-25,caf2ec63
Kulturschaffende,Musik,17000,10100,Ausbezahlt,2020-09-20,2020-11-25,91f8c2f6
Kulturunternehmen gewinnorientiert,Bildende Kunst,11400,NA,Ablehnung,2020-09-20,2020-11-26,a4afeb7e
Kulturunternehmen gemeinnützig,Bereichsübergreifend,4000,NA,Ablehnung,2020-09-20,2020-12-02,b666a21c
Kulturschaffende,Musik,14100,8300,Ausbezahlt,2020-09-20,2020-11-17,8c788e89
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,207300,87700,Ausbezahlt,2020-09-18,2020-11-17,4e46f415
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,415300,NA,Ablehnung,2020-09-18,2020-12-02,92e28882
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,102500,NA,Ablehnung,2020-09-18,2020-12-02,92e28882
Kulturschaffende,Musik,6100,3900,Ausbezahlt,2020-09-18,2020-11-24,13fc2ea7
Kulturunternehmen gemeinnützig,Musik,116800,100900,Ausbezahlt,2020-09-18,2020-11-02,3e8e4252
Kulturunternehmen gewinnorientiert,Kino,76600,49800,Ausbezahlt,2020-09-18,2020-11-24,41d54a50
Kulturunternehmen gemeinnützig,Tanz/Theater,56800,43800,Ausbezahlt,2020-09-18,2020-11-09,cd17b443
Kulturschaffende,Musik,2700,700,Ausbezahlt,2020-09-18,2020-11-16,c4931344
Kulturschaffende,Bildende Kunst,8000,NA,Ablehnung,2020-09-20,2020-12-02,8a83ca82
Kulturunternehmen gewinnorientiert,Musik,22900,9700,Ausbezahlt,2020-09-18,2020-11-17,6f57cf75
Kulturschaffende,Musik,165800,102700,Ausbezahlt,2020-09-18,2020-11-17,04368d28
Kulturschaffende,Musik,2200,1400,Ausbezahlt,2020-09-20,2020-12-22,ea023c03
Kulturschaffende,Musik,19400,0,Ausbezahlt,2020-09-21,2020-12-08,d13ff680
Kulturschaffende,Film,500,0,Ausbezahlt,2020-09-18,2020-12-01,65d134ac
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,10000,7100,Ausbezahlt,2020-09-18,2020-11-24,f9dec2f9
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,184000,87300,Ausbezahlt,2020-09-18,2020-10-26,131a043f
Kulturunternehmen gemeinnützig,Tanz/Theater,339000,236200,Ausbezahlt,2020-09-18,2020-12-01,8a1f7f16
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,46600,NA,Ablehnung,2020-09-18,2020-12-02,77bd625a
Kulturunternehmen gemeinnützig,Musik,5100,4000,Ausbezahlt,2020-09-18,2020-12-02,0bdb536b
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,206300,62300,Ausbezahlt,2020-09-18,2020-12-02,d48aa833
Kulturunternehmen gemeinnützig,Bereichsübergreifend,159100,25200,Ausbezahlt,2020-09-18,2020-11-24,378d2a74
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,36000,20300,Ausbezahlt,2020-09-18,2020-12-21,05e891a3
Kulturunternehmen gewinnorientiert,Film,760400,100700,Ausbezahlt,2020-09-18,2020-12-15,954a3294
Kulturunternehmen gemeinnützig,Bereichsübergreifend,35700,12700,Ausbezahlt,2020-09-18,2020-12-02,4bbf7697
Kulturunternehmen gemeinnützig,Tanz/Theater,96100,80400,Ausbezahlt,2020-09-18,2020-12-09,739c473f
Kulturschaffende,Musik,11500,5100,Ausbezahlt,2020-09-18,2020-12-02,fa24c208
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,36100,17400,Ausbezahlt,2020-09-18,2020-11-24,e05a45d9
Kulturunternehmen gewinnorientiert,Musik,56000,44800,Ausbezahlt,2020-09-18,2020-11-10,6b42d5a7
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,10100,0,Ausbezahlt,2020-09-18,2020-12-08,e05a45d9
Kulturunternehmen gemeinnützig,Klubs und Konzertlokale,260500,141500,Ausbezahlt,2020-09-18,2020-11-17,847c38c6
Kulturunternehmen gewinnorientiert,Film,30100,NA,Ablehnung,2020-09-18,2020-11-04,97198c96
Kulturschaffende,Musik,0,1600,Ausbezahlt,2020-09-17,2020-11-10,3d0e7441
Kulturschaffende,Musik,5200,1600,Ausbezahlt,2020-09-17,2020-11-10,6bf62476
Kulturunternehmen gewinnorientiert,Film,93500,62700,Ausbezahlt,2020-09-17,2020-12-15,fd3cc1e8
Kulturunternehmen gewinnorientiert,Tanz/Theater,16800,9600,Ausbezahlt,2020-09-17,2020-12-08,eae4344b
Kulturschaffende,Musik,10900,13200,Ausbezahlt,2020-09-17,2020-11-24,ad66ad85
Kulturschaffende,Musik,2400,1600,Ausbezahlt,2020-09-17,2020-11-16,b844c86b
Kulturunternehmen gewinnorientiert,Film,168300,168300,Ausbezahlt,2020-09-17,2020-11-17,1d2aa399
Kulturunternehmen gewinnorientiert,Film,78200,78600,Ausbezahlt,2020-09-17,2020-11-24,1d2aa399
Kulturschaffende,Musik,8500,1100,Ausbezahlt,2020-09-17,2020-11-17,8279d46a
Kulturschaffende,Musik,0,0,Ausbezahlt,2020-09-17,2020-11-09,58b67087
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,512300,236400,Ausbezahlt,2020-09-17,2020-10-26,4410f7be
Kulturunternehmen gemeinnützig,Kino,119600,12000,Ausbezahlt,2020-09-17,2020-11-17,75bad984
Kulturschaffende,Tanz/Theater,10000,8000,Ausbezahlt,2020-09-21,2020-12-22,ee2dbc01
Kulturschaffende,Tanz/Theater,7400,4400,Ausbezahlt,2020-10-22,2020-12-08,68383014
Kulturschaffende,Musik,2200,0,Ausbezahlt,2020-09-17,2020-11-09,94ef7cd3
Kulturschaffende,Musik,24400,6100,Ausbezahlt,2020-09-17,2020-11-24,0eb9cfe6
Kulturschaffende,Tanz/Theater,9500,2600,Ausbezahlt,2020-09-17,2020-12-02,56502b1c
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,28200,44700,Ausbezahlt,2020-09-17,2020-11-03,dffd0bc5
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,133300,91400,Ausbezahlt,2020-09-17,2020-10-26,dffd0bc5
Kulturunternehmen gewinnorientiert,Musik,61600,700,Ausbezahlt,2020-09-17,2020-11-03,69972bf7
Kulturunternehmen gewinnorientiert,Film,900700,544200,Ausbezahlt,2020-09-17,2020-12-15,9f2dc0e0
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,69200,44000,Ausbezahlt,2020-09-17,2020-11-09,470b31b2
Kulturunternehmen gewinnorientiert,Tanz/Theater,11000,8400,Ausbezahlt,2020-09-17,2020-12-02,e6644c84
Kulturunternehmen gewinnorientiert,Film,58400,NA,Ablehnung,2020-09-18,2020-12-02,fd5f31e8
Kulturschaffende,Musik,4400,3100,Ausbezahlt,2020-09-18,2020-11-24,aa6391de
Kulturschaffende,Tanz/Theater,7600,3700,Ausbezahlt,2020-09-18,2020-11-17,629238eb
Kulturunternehmen gewinnorientiert,Musik,230000,NA,Ablehnung,2020-09-18,2020-11-10,45fbc81c
Kulturunternehmen gemeinnützig,Tanz/Theater,20000,3500,Ausbezahlt,2020-09-17,2020-12-02,0a308931
Kulturschaffende,Musik,29200,37600,Ausbezahlt,2020-09-18,2020-11-09,7d232411
Kulturschaffende,Design,20700,3900,Ausbezahlt,2020-09-17,2020-10-13,74853314
Kulturunternehmen gemeinnützig,Bildende Kunst,31900,19600,Ausbezahlt,2020-09-18,2020-12-08,6da0cefe
Kulturunternehmen gemeinnützig,Musik,113300,71000,Ausbezahlt,2020-09-18,2020-11-17,32137467
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,15600,8800,Ausbezahlt,2020-09-17,2020-11-24,5eefa51a
Kulturunternehmen gemeinnützig,Film,20000,15500,Ausbezahlt,2020-09-18,2020-11-24,87a04c7a
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,10300,8200,Ausbezahlt,2020-09-18,2020-12-08,a8beaab4
Kulturunternehmen gemeinnützig,Musik,6400,3800,Ausbezahlt,2020-09-17,2020-12-02,39816ce4
Kulturschaffende,Bildende Kunst,0,6900,Ausbezahlt,2020-09-17,2020-11-24,2d11251f
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,1517800,846700,Ausbezahlt,2020-09-17,2020-10-28,ea7b863c
Kulturschaffende,Musik,38000,20500,Ausbezahlt,2020-09-17,2020-11-02,0e05cea1
Kulturschaffende,Tanz/Theater,41200,7900,Ausbezahlt,2020-09-17,2020-11-24,8bb69df3
Kulturunternehmen gewinnorientiert,Musik,183100,140200,Ausbezahlt,2020-09-17,2020-11-17,c4fc86e3
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,20600,13900,Ausbezahlt,2020-09-17,2020-12-08,76258167
Kulturschaffende,Tanz/Theater,19000,9600,Ausbezahlt,2020-09-17,2020-11-17,45774a47
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,16600,NA,Ablehnung,2020-09-17,2020-10-28,fc7e1593
Kulturunternehmen gewinnorientiert,Film,146000,82800,Ausbezahlt,2020-09-18,2020-12-15,c37d4812
Kulturschaffende,Bildende Kunst,0,12600,Ausbezahlt,2020-09-17,2020-12-02,174e09ce
Kulturunternehmen gewinnorientiert,Musik,180600,30800,Ausbezahlt,2020-09-17,2020-11-03,c2d70eb8
Kulturschaffende,Musik,6700,2800,Ausbezahlt,2020-09-17,2020-11-24,a27f636b
Kulturschaffende,Film,0,300,Ausbezahlt,2020-09-17,2020-12-08,6fd12b41
Kulturunternehmen gewinnorientiert,Film,251400,97600,Ausbezahlt,2020-09-17,2020-12-02,c9663316
Kulturschaffende,Musik,2300,0,Ausbezahlt,2020-09-17,2020-11-16,bd1cf9c0
Kulturschaffende,Musik,16500,8400,Ausbezahlt,2020-09-17,2020-11-16,4c65c459
Kulturschaffende,Musik,1500,3700,Ausbezahlt,2020-09-17,2020-11-03,d2c642a1
Kulturunternehmen gewinnorientiert,Film,117500,1153500,Ausbezahlt,2020-09-17,2020-12-15,88794b4d
Kulturschaffende,Literatur,5000,3900,Ausbezahlt,2020-09-17,2020-11-24,622548d6
Kulturunternehmen gewinnorientiert,Tanz/Theater,200800,322300,Ausbezahlt,2020-09-17,2020-12-02,49594c30
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,211200,42700,Ausbezahlt,2020-09-17,2020-12-08,72abf01f
Kulturunternehmen gemeinnützig,Bereichsübergreifend,39500,23300,Ausbezahlt,2020-09-17,2020-12-08,9465fcd7
Kulturschaffende,Bereichsübergreifend,14000,200,Ausbezahlt,2020-09-17,2020-12-02,5a6348ad
Kulturunternehmen gemeinnützig,Tanz/Theater,8200,27100,Ausbezahlt,2020-09-17,2020-11-24,2f24a08d
Kulturschaffende,Musik,4400,3300,Ausbezahlt,2020-09-17,2020-11-17,221d2586
Kulturschaffende,Bildende Kunst,17000,NA,Ablehnung,2020-09-17,2020-11-24,d087611b
Kulturschaffende,Musik,3300,NA,Ablehnung,2020-09-17,2020-10-07,d101eaeb
Kulturschaffende,Bildende Kunst,20200,0,Ausbezahlt,2020-09-17,2020-12-02,174e09ce
Kulturschaffende,Musik,19600,10400,Ausbezahlt,2020-09-17,2020-11-24,b5ef7bb0
Kulturunternehmen gewinnorientiert,Musik,325200,173300,Ausbezahlt,2020-09-18,2020-11-03,977d08d3
Kulturunternehmen gemeinnützig,Tanz/Theater,40000,31000,Ausbezahlt,2020-09-16,2020-12-02,0b4485bf
Kulturschaffende,Musik,2000,NA,Ablehnung,2020-09-16,2020-11-09,86a885ab
Kulturschaffende,Musik,1300,1000,Ausbezahlt,2020-09-16,2020-11-09,86a885ab
Kulturschaffende,Bildende Kunst,11000,6700,Ausbezahlt,2020-09-16,2020-11-24,8e2778bd
Kulturschaffende,Bereichsübergreifend,142700,85000,Ausbezahlt,2020-09-16,2020-11-09,10ce268a
Kulturschaffende,Design,100,NA,Ablehnung,2020-09-17,2020-11-04,61133f9b
Kulturschaffende,Musik,1500,1100,Ausbezahlt,2020-09-16,2020-11-16,efd6e2e7
Kulturunternehmen gemeinnützig,Bildende Kunst,24600,72000,Ausbezahlt,2020-09-16,2020-12-14,7fbbcf2d
Kulturunternehmen gewinnorientiert,Musik,5100,6100,Ausbezahlt,2020-09-16,2020-11-24,3e2eaed2
Kulturunternehmen gemeinnützig,Bildende Kunst,85100,68100,Ausbezahlt,2020-09-16,2020-12-01,7fbbcf2d
Kulturunternehmen gewinnorientiert,Musik,28200,21200,Ausbezahlt,2020-09-17,2020-11-24,591a3bc8
Kulturunternehmen gemeinnützig,Tanz/Theater,3600,0,Ausbezahlt,2020-09-16,2020-12-01,84047f15
Kulturunternehmen gemeinnützig,Musik,46600,37300,Ausbezahlt,2020-09-16,2020-12-02,b57eb6c8
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,133600,181100,Ausbezahlt,2020-09-16,2020-12-21,b618cd52
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,0,15000,Ausbezahlt,2020-09-16,2020-12-02,730bdc7f
Kulturschaffende,Musik,2500,2100,Ausbezahlt,2020-09-16,2020-11-16,13d108b9
Kulturunternehmen gemeinnützig,Bereichsübergreifend,124700,40700,Ausbezahlt,2020-09-16,2020-12-02,ffc26fcb
Kulturschaffende,Musik,207300,43800,Ausbezahlt,2020-09-16,2020-11-24,32d978a8
Kulturunternehmen gemeinnützig,Tanz/Theater,148800,31200,Ausbezahlt,2020-09-16,2020-11-09,ee64eef7
Kulturschaffende,Bildende Kunst,6400,6300,Ausbezahlt,2020-09-16,2020-11-16,b3d3933d
Kulturschaffende,Bildende Kunst,6000,1500,Ausbezahlt,2020-09-16,2020-11-16,30478e0e
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,151900,NA,Ablehnung,2020-09-16,2020-10-26,055a0b31
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,367700,263400,Ausbezahlt,2020-09-16,2020-11-02,d72d8460
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,261200,135300,Ausbezahlt,2020-09-16,2020-10-26,ff1794a8
Kulturschaffende,Musik,38200,25300,Ausbezahlt,2020-09-16,2020-11-24,434cae4e
Kulturunternehmen gemeinnützig,Museen,78400,26400,Ausbezahlt,2020-09-16,2020-11-24,9fad3fba
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,90400,45200,Ausbezahlt,2020-09-15,2020-11-10,cc2cfdc1
Kulturschaffende,Musik,15600,9700,Ausbezahlt,2020-09-15,2020-11-16,10daabfe
Kulturschaffende,Tanz/Theater,225400,83400,Ausbezahlt,2020-09-15,2020-11-02,b31d19c1
Kulturschaffende,Musik,2800,2600,Ausbezahlt,2020-09-15,2020-11-16,e1f04d31
Kulturunternehmen gemeinnützig,Bereichsübergreifend,2049100,NA,Ablehnung,2020-09-15,2020-12-15,36a500f2
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,69600,56200,Ausbezahlt,2020-09-15,2020-11-09,af3a99c8
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,212000,160800,Ausbezahlt,2020-09-15,2020-10-26,a9aff9f2
Kulturunternehmen gewinnorientiert,Musik,23700,10900,Ausbezahlt,2020-09-15,2020-12-02,fb3a94f8
Kulturschaffende,Bereichsübergreifend,20700,400,Ausbezahlt,2020-09-15,2020-12-22,6f63b769
Kulturunternehmen gemeinnützig,Design,55500,102800,Ausbezahlt,2020-09-15,2020-11-25,cd98faa0
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,596700,223700,Ausbezahlt,2020-09-15,2020-11-09,13d52116
Kulturschaffende,Film,17700,5800,Ausbezahlt,2020-09-15,2020-11-16,4560ab4e
Kulturunternehmen gewinnorientiert,Tanz/Theater,36500,14200,Ausbezahlt,2020-09-15,2020-12-01,49d3ea5f
Kulturunternehmen gemeinnützig,Bereichsübergreifend,14700,NA,Ablehnung,2020-09-15,2020-11-16,1f85dbdd
Kulturschaffende,Musik,21700,16800,Ausbezahlt,2020-09-15,2020-11-16,a2b3ddc3
Kulturschaffende,Musik,0,0,Ausbezahlt,2020-09-15,2020-10-07,c8ad2c77
Kulturschaffende,Musik,6600,4300,Ausbezahlt,2020-09-15,2020-11-10,ed202ecd
Kulturschaffende,Musik,4800,1000,Ausbezahlt,2020-09-15,2020-11-02,5e5e506a
Kulturschaffende,Bildende Kunst,20000,NA,Ablehnung,2020-09-14,2020-10-26,a8fd0984
Kulturschaffende,Musik,22000,18900,Ausbezahlt,2020-09-14,2020-11-16,8e36d241
Kulturschaffende,Musik,28100,4800,Ausbezahlt,2020-09-14,2020-11-16,f4875995
Kulturschaffende,Musik,3100,2600,Ausbezahlt,2020-09-14,2020-11-17,b8824eea
Kulturschaffende,Tanz/Theater,11300,14800,Ausbezahlt,2020-09-14,2020-11-09,79c844d9
Kulturschaffende,Tanz/Theater,11300,14800,Ausbezahlt,2020-09-14,2020-11-09,d843ff20
Kulturschaffende,Musik,5200,1000,Ausbezahlt,2020-09-14,2020-11-10,ef2d2bd3
Kulturschaffende,Musik,5400,800,Ausbezahlt,2020-09-14,2020-11-16,74664c57
Kulturschaffende,Tanz/Theater,0,0,Ausbezahlt,2020-09-14,2020-12-08,c8443960
Kulturschaffende,Musik,7000,NA,Ablehnung,2020-09-14,2020-10-07,a959a461
Kulturschaffende,Musik,4700,2100,Ausbezahlt,2020-09-14,2020-11-02,1d23e109
Kulturschaffende,Bereichsübergreifend,16000,7900,Ausbezahlt,2020-09-14,2020-12-01,43a84a77
Kulturschaffende,Bildende Kunst,10900,2500,Ausbezahlt,2020-09-14,2020-11-16,d1f3e098
Kulturschaffende,Film,6100,NA,Ablehnung,2020-09-14,2020-11-04,b02ccc53
Kulturschaffende,Musik,1100,0,Ausbezahlt,2020-09-14,2020-11-16,77bddb0e
Kulturunternehmen gewinnorientiert,Kino,69300,148700,Ausbezahlt,2020-09-14,2020-11-16,b0c31e3d
Kulturschaffende,Musik,79300,49700,Ausbezahlt,2020-09-14,2020-10-26,8f74f19b
Kulturschaffende,Musik,2200,1100,Ausbezahlt,2020-09-14,2020-11-16,74664c57
Kulturschaffende,Tanz/Theater,11400,0,Ausbezahlt,2020-09-13,2020-12-15,1016957a
Kulturschaffende,Musik,2500,2800,Ausbezahlt,2020-09-13,2020-11-02,7d021dc1
Kulturschaffende,Musik,0,100,Ausbezahlt,2020-09-13,2020-11-16,f7b6b081
Kulturschaffende,Musik,1100,800,Ausbezahlt,2020-09-13,2020-11-16,385de8e1
Kulturschaffende,Bildende Kunst,60000,4100,Ausbezahlt,2020-09-12,2020-11-24,7a2d52e8
Kulturschaffende,Musik,107000,76500,Ausbezahlt,2020-09-12,2020-10-26,09135340
Kulturschaffende,Musik,1000,800,Ausbezahlt,2020-09-12,2020-11-10,6922b225
Kulturschaffende,Musik,7200,5100,Ausbezahlt,2020-09-11,2020-11-16,cf679491
Kulturschaffende,Musik,3800,3400,Ausbezahlt,2020-09-11,2020-11-16,3c78cc4b
Kulturschaffende,Tanz/Theater,22800,1900,Ausbezahlt,2020-09-11,2020-11-24,d2f2d4f9
Kulturschaffende,Musik,2300,1800,Ausbezahlt,2020-09-10,2020-11-16,7e95388a
Kulturunternehmen gewinnorientiert,Film,324400,135700,Ausbezahlt,2020-09-10,2020-12-08,002e2bc1
Kulturschaffende,Tanz/Theater,2300,1200,Ausbezahlt,2020-09-15,2020-12-02,f9e7b512
Kulturschaffende,Tanz/Theater,10100,5100,Ausbezahlt,2020-09-10,2020-12-01,40f22594
Kulturunternehmen gemeinnützig,Bildende Kunst,214000,332300,Ausbezahlt,2020-09-16,2020-12-01,d13df1b4
Kulturschaffende,Tanz/Theater,15400,12000,Ausbezahlt,2020-09-16,2020-11-16,f705d249
Kulturunternehmen gewinnorientiert,Bereichsübergreifend,1190000,534500,Ausbezahlt,2020-09-09,2020-12-14,86214f15
Kulturschaffende,Musik,9300,0,Ausbezahlt,2020-09-09,2020-11-17,55d16c53
Kulturschaffende,Musik,102000,28800,Ausbezahlt,2020-09-09,2020-11-09,93f9e068
Kulturunternehmen gemeinnützig,Tanz/Theater,8700,4000,Ausbezahlt,2020-09-09,2020-12-09,abaeddf7
Kulturschaffende,Musik,1700,1600,Ausbezahlt,2020-09-09,2020-11-16,afa815d3
Kulturschaffende,Musik,2400,3500,Ausbezahlt,2020-09-09,2020-12-01,73955679
Kulturschaffende,Musik,24700,11200,Ausbezahlt,2020-09-08,2020-11-16,9a4a9d88
Kulturunternehmen gemeinnützig,Bereichsübergreifend,45200,NA,Ablehnung,2020-09-08,2020-11-04,d77ee90f
Kulturschaffende,Musik,6000,3400,Ausbezahlt,2020-09-08,2020-11-09,e98ac859
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,6900,NA,Ablehnung,2020-09-08,2020-12-01,77bd625a
Kulturunternehmen gewinnorientiert,Musik,219100,154100,Ausbezahlt,2020-09-08,2020-11-17,8be295d1
Kulturunternehmen gemeinnützig,Musik,15800,11700,Ausbezahlt,2020-09-08,2020-12-14,9bf34e49
Kulturschaffende,Musik,99900,23900,Ausbezahlt,2020-09-08,2020-10-26,d8cb7238
Kulturschaffende,Musik,49400,21300,Ausbezahlt,2020-09-08,2020-10-20,1699c9d7
Kulturschaffende,Musik,118700,21700,Ausbezahlt,2020-09-08,2020-10-20,b666a88d
Kulturschaffende,Bereichsübergreifend,14700,0,Ausbezahlt,2020-09-08,2020-11-09,44ce3792
Kulturschaffende,Musik,49900,23600,Ausbezahlt,2020-09-08,2020-10-20,5047627a
Kulturschaffende,Musik,4300,NA,Ablehnung,2020-09-08,2020-09-21,58cc884e
Kulturunternehmen gemeinnützig,Musik,19400,15000,Ausbezahlt,2020-09-08,2020-11-17,ee923585
Kulturunternehmen gewinnorientiert,Film,21600,17600,Ausbezahlt,2020-09-07,2020-11-24,1daa9401
Kulturunternehmen gewinnorientiert,Film,19900,29900,Ausbezahlt,2020-09-07,2020-12-21,e10dc049
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,140000,122700,Ausbezahlt,2020-09-07,2020-12-08,e4df1ac0
Kulturschaffende,Musik,6900,5100,Ausbezahlt,2020-09-07,2020-11-09,a0900f70
Kulturschaffende,Literatur,13000,6000,Ausbezahlt,2020-09-06,2020-11-09,e45abea6
Kulturunternehmen gemeinnützig,Bereichsübergreifend,6200,30800,Ausbezahlt,2020-09-06,2020-12-08,765fa0de
Kulturschaffende,Musik,1300,900,Ausbezahlt,2020-09-06,2020-11-09,b72d5e00
Kulturschaffende,Musik,400,0,Ausbezahlt,2020-09-06,2020-10-28,f6e014b2
Kulturschaffende,Musik,33400,9200,Ausbezahlt,2020-09-04,2020-11-16,b28acd7b
Kulturunternehmen gemeinnützig,Tanz/Theater,24600,18800,Ausbezahlt,2020-09-03,2020-12-02,276c1f73
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,11300,20100,Ausbezahlt,2020-09-03,2020-12-08,0e8ef121
Kulturschaffende,Musik,18100,23500,Ausbezahlt,2020-09-03,2020-11-09,e6ac0c92
Kulturschaffende,Musik,12100,3100,Ausbezahlt,2020-09-03,2020-11-09,58b67087
Kulturunternehmen gemeinnützig,Bereichsübergreifend,120100,29900,Ausbezahlt,2020-09-02,2020-11-09,3be872cc
Kulturunternehmen gewinnorientiert,Klubs und Konzertlokale,218200,273700,Ausbezahlt,2020-09-02,2020-12-21,65f4fca8
Kulturunternehmen gemeinnützig,Film,1063800,646200,Ausbezahlt,2020-09-01,2020-12-21,4b222dec
